V1,OA6,OA1,OA7,OA2,OA8,OA3,OA4,OA5,OA9,OA10,RA1,RA2,RA7,RA8,RA3,RA9,RA4,RA5,RA10,RA6
RUNX1,0.00515963437115097,0.0030644638675359,0.00459662451242415,0.00406690775374397,0.00385793503102562,0.00412983032021965,0.00375019895607359,0.00330943206354065,0.00479985208877473,0.0029981954690551,0.00327749009679536,0.00385891783907031,0.00368915237670146,0.0042338659847868,0.00290316093669803,0.00344262715019386,0.00637675180456422,0.00392198267588456,0.00331044719623606,0.00384077770103063
RUNX2,0.00304090737426034,0.00124157151883215,0.0024149734914695,0.00171481189746219,0.00124787571504745,0.00233175276680092,0.00198493153289404,0.000915402546214544,0.00188177099973493,0.00109941255148533,0.000850179892641107,0.000945506350622643,0.00115554511309504,0.00122312716893549,0.00138121092730852,0.001248987684263,0.00152039106835814,0.00111398677649856,0.000911679998688539,0.00141987935937672
RUNX3,9.20866901927444e-05,8.09481581473939e-05,6.93174591642034e-05,8.0088033604854e-05,7.29267759227831e-05,8.43588402408912e-05,7.21709198155537e-05,5.52516378896292e-05,7.24149674720767e-05,6.37997836949251e-05,9.91994318289626e-05,7.70462946167238e-05,7.67834630903532e-05,7.19370550001431e-05,8.09821729399443e-05,0.000100548628979863,5.35512441025909e-05,6.34235590739757e-05,7.58841832682693e-05,9.37022430565892e-05
RXRA,0.00323752986903247,0.00295748320737063,0.00325627954214084,0.00376223301362853,0.0027282551946405,0.00308132566103017,0.00317450918867056,0.00265783461357219,0.00304214134681646,0.00307062061333966,0.00387733626003337,0.00296410768069067,0.00378477131799042,0.00449916421757968,0.00403859528019707,0.0040909904240008,0.00405283375823743,0.00283926117507963,0.00303183140374593,0.0033938721557805
RXRB,0.00127893381014597,0.00105484206267173,0.00137394102126752,0.0015171874157031,0.0010591433354001,0.00149137160403403,0.00112709276918837,0.00132672136225395,0.00125833600620705,0.00193717867611141,0.00227280785886127,0.00129631707216864,0.00137257080944949,0.0017974751063941,0.00110293605147553,0.00143739274370766,0.00117327542088567,0.00132431219432188,0.00122323724380658,0.00112847429045174
RXRG,5.04875048191621e-05,4.39747944344955e-05,5.02829220334295e-05,4.09706810429898e-05,4.97237312610223e-05,6.01981566423678e-05,4.07940810382577e-05,4.58681888551527e-05,6.69041735960969e-05,4.84262480796883e-05,5.06128281985793e-05,5.76948754330524e-05,4.18058410948133e-05,5.60544911785638e-05,4.70344607938689e-05,6.26049398509247e-05,5.12956248102634e-05,4.7536845323797e-05,4.14075333072271e-05,4.43522330726458e-05
SCRT1,2.45986524605606e-05,3.45180728182393e-05,2.46425100525097e-05,2.8783928189894e-05,4.26560313291976e-05,3.58746739980677e-05,2.2324618161535e-05,2.96315032857464e-05,3.16629584984623e-05,2.68630231587555e-05,3.04025547714777e-05,3.28755376820763e-05,2.40357887497188e-05,3.78608201850978e-05,4.89524128288072e-05,2.78703105817556e-05,2.36091329264237e-05,3.0839662611976e-05,4.70462215927765e-05,4.13849338768159e-05
SCRT2,2.5335343446399e-05,3.25419449311251e-05,2.40429593909126e-05,2.52473024482018e-05,4.16216677417149e-05,3.2419301080353e-05,2.33355298475035e-05,2.98570476925882e-05,2.19673720208512e-05,3.44364779795115e-05,4.00726702214553e-05,3.31201066715693e-05,3.16561461280479e-05,5.07833534281865e-05,4.11089638586559e-05,2.80845172755216e-05,2.61660285931946e-05,2.94013773835124e-05,4.03231183253947e-05,3.62280371123668e-05
SCXA,2.7933945062746e-05,5.58380648281627e-05,2.74621643114392e-05,2.29808279333808e-05,3.0628102034806e-05,4.6083409027058e-05,2.53021442383009e-05,3.50916878329934e-05,2.57051035358995e-05,2.66327175933729e-05,3.02490769804961e-05,3.54641721538098e-05,2.59331170899795e-05,3.13758132660286e-05,3.00187506401851e-05,2.82610930313279e-05,2.26542306160866e-05,3.13373735374683e-05,3.84555306417483e-05,3.35387313005056e-05
SHOX,3.05716343729811e-05,8.75788923542202e-05,2.20399069508897e-05,0.000100765449646467,5.11544738353119e-05,3.98325864537305e-05,0.0001316275108656,4.14828722351188e-05,0.00018059450582528,3.28509771764352e-05,6.4544715673376e-05,0.000100241322867736,3.00170632393564e-05,5.79245450343016e-05,3.42408101774233e-05,6.82834816822968e-05,6.52679634849842e-05,6.49276988182898e-05,0.000197391269397932,2.63415606178604e-05
SHOX2,0.000214609498572201,0.000147169589066282,0.000105845050115235,0.0001768540091613,0.000177631026656633,0.000107368884005589,0.000133688105547033,0.000106518891556631,0.000132280672800656,9.15059993801753e-05,0.000121712146405577,0.000118520461197301,0.000135064756977939,6.97738397652918e-05,0.000104722972838438,0.000102717147951786,9.59185881989391e-05,0.000101069335051224,0.000107665787264081,9.89393783732898e-05
SIX1,0.000473582485003234,0.000143919992431021,8.67831261959626e-05,0.00017306160078455,0.000238204491423648,0.00016425270528463,0.000184330970216803,0.000141623009458706,0.000327473200697086,0.000176304100096946,0.000148882405690837,0.000121280284794024,0.000130964262057392,0.000133174990329562,0.000186904295794738,0.000157544050462171,0.000164177816724894,0.000266915910926617,0.000214652988146502,8.90673763396764e-05
SIX2,0.000277645225576077,9.45335144690636e-05,0.000141855472253944,7.34417830342709e-05,0.000154688448378223,0.000138399743332824,6.58410881875867e-05,7.52732034906986e-05,0.000126248615008184,8.71409893744211e-05,0.000119900333409984,9.54384739708398e-05,0.000318136588475482,7.61001709701901e-05,0.000265114023581754,0.000158594658292105,9.65974438779085e-05,9.35201846774292e-05,0.000109004260942631,0.000109400934205804
SIX3,0.000233038781964003,0.000153302887805739,8.44907650583751e-05,6.93340689152244e-05,5.08321054956824e-05,0.000108776904011332,3.68480178611359e-05,0.000153135865194459,0.000153010164458798,7.15619555006007e-05,4.00835365212329e-05,7.86820590510505e-05,3.64877734037439e-05,2.65379400456498e-05,3.95071330182076e-05,3.04830180586893e-05,9.9866387100231e-05,3.23807225733441e-05,8.36480913366444e-05,0.000129711070603136
SIX4,0.000255228588170091,0.000107737582001891,8.29362639875227e-05,9.71129107959576e-05,0.000141968657578321,0.000105910982234744,0.00010583844774002,8.7706421262712e-05,0.000176081565855988,0.000102109917797039,0.000118146050494559,9.90142950737914e-05,0.000124963296378384,0.000130290943598743,0.000173248751913443,0.000167148837070593,0.000164205620979075,0.000141037970836377,0.000153906904208932,8.39489605878698e-05
SIX5,0.000587641786428091,0.000541428604794757,0.0012140967754005,0.000725865905576949,0.000632440644108505,0.000979929227507704,0.000826725956231461,0.000742820384698032,0.00118212429560987,0.000911554015042284,0.000717780705525858,0.000689994988231458,0.00101815756131938,0.00186811614726666,0.000822114580293111,0.000942399600868739,0.00115177440769,0.000593979092789,0.000681764699674914,0.000906427058778583
SIX6,3.90768930716823e-05,2.68359865082876e-05,2.3591801463721e-05,2.33426213455409e-05,2.9031501114286e-05,2.71039209928931e-05,2.33069025512971e-05,2.41198856144247e-05,2.91420193085195e-05,2.33872105531271e-05,2.87399184137433e-05,2.78294103542306e-05,2.56008361985647e-05,2.66917685271247e-05,3.51187602271599e-05,2.69137965267293e-05,2.24999983977175e-05,2.77086967686729e-05,2.44335602487521e-05,2.40766274774543e-05
SMAD1,0.00130933631392962,0.00188743117966485,0.0020240344130457,0.00315432486344927,0.00120633767632702,0.00136949816964279,0.00111992042222428,0.0012261535240291,0.00289856260377371,0.00375145002413565,0.00136104116189785,0.00142620795488992,0.00136857430210372,0.00145316249865156,0.00121888354981128,0.00113231646352624,0.00311204542326097,0.00288728954190041,0.00218574671452317,0.00130939114150074
SMAD2,0.00226705436812901,0.000883684621548509,0.00106042038824224,0.00132540857373341,0.000989847704448284,0.00108618961968739,0.000701424648126382,0.00208870518354909,0.00237566899642878,0.00115120921856739,0.00143749712403159,0.00101454742668251,0.00125361115426912,0.00107915234852029,0.0010546919642667,0.000780863888224431,0.00151344608232446,0.000872924254328634,0.00203794857556066,0.00134986748595014
SMAD3,0.0010747934411073,0.00108416367400916,0.00124297945499033,0.000865830701095922,0.0018246830765117,0.00137346960498767,0.0010289494833401,0.00148390164792619,0.00094878439719107,0.00120743686823845,0.00109188969717209,0.000983527054860476,0.00111411954912242,0.00203313343074209,0.00108190334337468,0.000911224872056106,0.00157427799889819,0.00112561721796273,0.00138147297055109,0.001038534633986
SMAD4,0.000581795918691525,0.000881408167917188,0.000648693245537912,0.000717129360536691,0.000988493528268391,0.000869071862416182,0.000834349479939856,0.000918286117883765,0.000851648701901729,0.000790325305844033,0.000842623624780533,0.000719826959201629,0.000836848558736905,0.00141653548085854,0.000710263693741832,0.000644777555499308,0.00120767863348496,0.000640806548304808,0.000953292330665246,0.00063117355975359
SMARCC1,0.0012938195675796,0.000886139166524063,0.00123063353815362,0.00102876401677119,0.00091890361559708,0.00131858128748192,0.00128058667470293,0.00152326812475103,0.00129440262409112,0.00131371248165569,0.00164593559303798,0.00115557209991684,0.00130420066719026,0.00121669756569645,0.000953824621803188,0.00117660461762843,0.00138744822067531,0.00140585057136576,0.00117230092215805,0.00130546004927657
SMARCC2,0.000840259915414468,0.000805027433827958,0.000714842715751067,0.000573208436622275,0.000705636822254341,0.000763396547215175,0.000669780854430999,0.000856701077530398,0.000768980250762779,0.000841382689006101,0.000533891516968935,0.000668398885082344,0.000714481456129875,0.000628349064880808,0.000698618308469831,0.00068710194694142,0.000882117997998228,0.000507154914059554,0.00112820951896538,0.000966150628878087
SNAI1,0.000519601056658944,0.000673064190260504,0.000567097029066868,0.000736687606915358,0.000761218566996301,0.00100190498541748,0.000740404555511928,0.000675732991938912,0.000948544455811932,0.000650530198266856,0.000617032508047832,0.000536375323335328,0.000881157187522117,0.000575588916396663,0.000457073517172818,0.00076791343512486,0.000633780912582764,0.00116409268225111,0.00110848036624644,0.000533774954855168
SNAI2,0.00827476727594101,0.00755184986623159,0.00806664369693842,0.00854943283999912,0.00897301765462363,0.0103958255577131,0.00833432105959405,0.00713343881681284,0.0087988554694554,0.00891668474391823,0.00564387777253004,0.00731541535331945,0.00550934611066763,0.00679016341645428,0.00685411929448206,0.00675040808861419,0.00716122945749662,0.00973021655402377,0.0111843125095516,0.00676738794211745
SNAI3,3.05195128588292e-05,3.33949020591167e-05,8.62919051914387e-05,3.1463906686659e-05,3.1787727820904e-05,5.63942370448278e-05,4.60489015166051e-05,7.76504878226432e-05,3.46968790948864e-05,3.00949522568404e-05,2.95497807207149e-05,6.81693168634269e-05,2.76824146403408e-05,3.25697046659535e-05,5.95731740843606e-05,3.28782167416376e-05,3.12167641797499e-05,3.46007932922098e-05,6.84599185121501e-05,2.98161688532918e-05
SOX1,5.07258440740378e-05,3.98326477990617e-05,4.43936889687999e-05,3.84667200035904e-05,3.74371427394636e-05,3.99022068154029e-05,5.13012359500879e-05,3.7463955513674e-05,3.8229909585438e-05,4.51845286533347e-05,4.07389794396108e-05,4.12695158493231e-05,3.96169995568125e-05,4.45162106062849e-05,4.59917553822579e-05,3.94449087542232e-05,3.56950680711933e-05,4.3855741180143e-05,3.53942391283936e-05,4.30684487119579e-05
SOX10,0.000111296026928053,8.33790995918657e-05,0.000102858280547743,0.000141989291897258,9.72962967494338e-05,7.48613136497447e-05,0.00014570544863853,9.44789451679752e-05,8.69974561929152e-05,0.000125003843867878,0.000104486503019348,9.51758211720854e-05,0.000130446556488951,9.37249922322379e-05,0.000131816454661934,0.000184906857008416,7.68152786105547e-05,9.59171035817825e-05,0.000147760081067884,9.89323856270266e-05
SOX11,0.000114146862359689,6.33067723332706e-05,7.48156809632403e-05,3.74192189761824e-05,0.000199762668974892,4.76576330273338e-05,0.00022068005183405,7.17514637260595e-05,4.72261903036993e-05,6.36372156285483e-05,6.60045769225784e-05,4.57382378960939e-05,4.17907236114273e-05,0.000172206216142872,3.7609496751699e-05,4.18461958628596e-05,3.30950494154095e-05,0.000188184012001717,3.2971010924403e-05,6.80989522270347e-05
SOX12,0.000315239916102941,0.00019021952252083,0.000182085731385617,0.000227751108141039,0.000205410381635902,0.000207620700517763,0.000215740284820982,0.000159414136410888,0.000211874012711757,0.000252526742859829,0.000184046294908373,0.000179884838808106,0.000166927094914225,0.000170656272933366,0.000192392760365361,0.000235933940726666,0.000185853054710758,0.000191001483974923,0.000146875911366957,0.000220382951290745
SOX13,0.000129947580122395,0.000114015273217001,0.000107702597725668,0.000130645234421087,0.000135225147569112,0.000116906265614407,0.000113740167635119,0.000115000385197251,0.00016499436461242,0.000154680726024104,8.38068491817419e-05,0.000112483514776719,0.000116302321195985,0.000122093396123023,9.33996565006023e-05,0.000109409835895876,0.000137918211066524,9.9638867289184e-05,0.000105820142544305,0.000109970009323027
SOX14,6.05494771769202e-05,6.85485462713789e-05,5.25837617762449e-05,6.80273402281485e-05,7.05289975797496e-05,6.90792811676191e-05,6.80344621733795e-05,7.96100738146637e-05,5.29746073984535e-05,6.75439143082535e-05,9.54903867822408e-05,7.50784626926257e-05,9.99140202249021e-05,0.000122947354202485,6.90731817996272e-05,5.3599785529762e-05,8.68227345145524e-05,5.70425701297285e-05,7.81849011573668e-05,8.43184878113966e-05
SOX15,0.000715423965470379,9.54205360702174e-05,0.000111117480009419,6.83835267250671e-05,7.94957800630627e-05,7.83617754422264e-05,0.000136649938508875,6.5272280327125e-05,0.000183825431135862,8.02608134319415e-05,8.80365752840457e-05,9.61215965238886e-05,0.000656704954336251,0.000130138814719443,0.000130800064773385,0.000130480345418233,0.000211887424583056,8.63221406953889e-05,0.000122387009280234,0.000110075628228478
SOX17,2.50256213265264e-05,5.61092162076455e-05,3.31817716467835e-05,2.43199621545032e-05,2.82420763553932e-05,3.01715937578378e-05,2.66450130181879e-05,3.03271940884508e-05,2.23882684799916e-05,2.42280607067222e-05,2.84225585372589e-05,3.31041722530623e-05,2.38187783528748e-05,2.86790043292803e-05,3.3341193019159e-05,2.66869201100304e-05,2.4569988336797e-05,3.13726110288159e-05,2.28670123739522e-05,3.25528687576304e-05
SOX18,8.90777752760952e-05,4.73153841023586e-05,6.46460678818866e-05,8.88834579689702e-05,5.76649052865242e-05,6.19800145713312e-05,0.00010485811953195,5.43977142730407e-05,5.07936688948548e-05,5.53896479582934e-05,0.000102518684429256,5.94179880572017e-05,5.59936792019475e-05,5.01395533015255e-05,9.46670822691903e-05,6.37571855618854e-05,4.42653593492418e-05,6.48163660972405e-05,0.000153456619784383,7.45829195431311e-05
SOX2,9.50563321486768e-05,8.19287554062416e-05,7.41073201956248e-05,0.000109687939882746,0.00011554383137974,8.61161773530722e-05,0.000128798190837472,9.35030470785563e-05,6.39710811349956e-05,0.000118048538488645,0.000113777860962184,0.000131605376718522,0.00013878670754701,0.000131970666300255,9.72794493591285e-05,6.98528274967513e-05,9.19673025754118e-05,7.61595119769836e-05,0.00014054393757042,0.000103985724407558
SOX21,7.27601906180329e-05,8.49009812671967e-05,9.86801973120988e-05,0.00011223309830714,7.50519791200444e-05,0.000106416783267547,8.21020597034569e-05,8.97547099598595e-05,7.95275804521248e-05,7.08929089400437e-05,0.000114549287580981,8.58884913108546e-05,0.000151125948146899,0.000179414822583925,8.3359683067822e-05,5.64515399627534e-05,8.41481396171151e-05,0.000100083617293107,0.000139910769692316,0.000106902932011288
SOX3,5.46248177246215e-05,3.84364326902393e-05,4.34899197977263e-05,3.35143320113581e-05,8.67055814039388e-05,3.76016020362076e-05,6.73016859384744e-05,3.24371872937783e-05,3.54553371931413e-05,3.81466713237102e-05,3.88923395414017e-05,4.33336072775513e-05,3.47789610362511e-05,5.21954172071835e-05,4.56888722313178e-05,3.72215279041359e-05,2.93724026289776e-05,4.04129836434025e-05,2.91005640541021e-05,5.30107561717405e-05
SOX30,4.72114466762342e-05,3.59723774197884e-05,4.54789496837575e-05,3.37192048669342e-05,3.32806982101617e-05,3.18741373885296e-05,4.72983074857983e-05,3.56734492900861e-05,4.70561617537047e-05,5.24008963225409e-05,4.12597734914223e-05,3.4386601757659e-05,4.0724514230026e-05,4.62586539419635e-05,3.67950181290763e-05,3.27089559643296e-05,4.36196805416726e-05,4.75213950915701e-05,4.18081006064717e-05,5.64775256492883e-05
SOX4,0.00370112199275277,0.00223677961680234,0.0041052264791181,0.00206198255337233,0.00218893393182969,0.00426786606783236,0.00181617371290584,0.00172523988639364,0.00234979338337731,0.00202086044879765,0.00110512457964662,0.00110393991308967,0.00147995779518963,0.00188282345549839,0.00221581464054567,0.00284988298535549,0.00205000095570118,0.00215818476616118,0.00259821156994782,0.00208997416841587
SOX5,0.00281231941798931,0.000146318726936583,0.000236197956004828,0.000292948858100013,0.000298840834713189,0.000235231828457865,0.000213649335430698,0.00020989511661661,0.000120576218671218,0.000251697190900048,9.52338019011581e-05,8.19649876232356e-05,0.000340671804577932,0.000105838545276396,0.000109701450135968,8.40897090773171e-05,0.000102710454295632,0.000120064933085028,7.4207910982198e-05,0.000126857675753002
SOX7,6.31899180279501e-05,7.45389887615402e-05,8.88101982716489e-05,0.000100040620852888,6.90016976746658e-05,0.0001295578299303,7.27972906062044e-05,8.69289090054225e-05,9.36447508145027e-05,7.67291218405101e-05,9.22692487024298e-05,9.0529937305243e-05,8.67932645310829e-05,8.41432997958157e-05,8.81598161788917e-05,9.2873795404417e-05,6.26276642816652e-05,0.000124173883658515,0.000100602401488722,0.000115084734814119
SOX8,0.000131577418257443,0.000153885820083107,0.000284192450478388,0.00054754965384423,0.00033561504519314,0.000213233985247385,0.000537519406455508,0.000297933489528555,0.000406546997243417,0.000302885000663954,0.000183040708093205,0.000303229823481464,0.000159746577958818,0.000314642616857062,0.00014334081942653,0.000148569694838662,0.000350875230264217,0.000355852341618778,0.000498911029581461,0.000120331412818073
SOX9,0.000362447841116234,0.000343070912468963,0.000512207507112923,0.000330907310353749,0.000303017305372638,0.000278989460092989,0.000375841207103463,0.000257549382252167,0.000372548761617764,0.000345908517777118,0.000453018112921545,0.000508222798986992,0.000616326146125552,0.00032420945336148,0.000377278855782668,0.000713048466359242,0.000414207147809191,0.000427020247388244,0.000550884173584699,0.000548055927283964
SP1,0.0143906628369788,0.0135553710883393,0.0132087412770658,0.0139251680308273,0.0147753630378143,0.0142644382179309,0.0127854532217115,0.0112442026347598,0.0137380600433067,0.0136875548745033,0.0139239285987103,0.0138193128326201,0.0139860272071943,0.0133525977326815,0.0124097230168886,0.0108105489610334,0.0127305862195292,0.0126907639255,0.0116691774903498,0.0116276041484551
SP2,0.00158915071475792,0.00190385869945171,0.00119840867699937,0.00175487151770355,0.00150760474603381,0.00125545459273249,0.00152727732755498,0.00155321724035878,0.00147825480183131,0.00137618429865658,0.00197433633781243,0.0015423555259512,0.00163015936019799,0.00172733608517315,0.00115369016231899,0.00145228295426368,0.00128668617327959,0.00139748704818795,0.00101757722685126,0.00117902086069631
SP3,0.013743989714841,0.0125435432412322,0.0121064119988494,0.0119147794787492,0.0131808573960505,0.0125695304438965,0.0120027638781356,0.010293379792653,0.012835264265143,0.0121772341108995,0.0127466414428867,0.0119159629842001,0.0121106374246055,0.0128172260853969,0.0115516104866831,0.010603873108142,0.0115070179961892,0.0124948162129983,0.0102570866834461,0.0109215256564178
SP4,0.00454909317648653,0.00409672213379149,0.00457636487489248,0.00427113148918008,0.00417295504141011,0.00474813548960021,0.00460910942488211,0.0042741217295279,0.0039671823312308,0.00503559754340457,0.00459785065927851,0.00425045478200731,0.00391263134131303,0.00474722837433061,0.00354187183349317,0.00413171986842226,0.00389726709044536,0.00382201597012277,0.0033703406320324,0.00369588679127575
SP5,7.88874014202161e-05,0.000108922026084986,8.3266277885905e-05,0.000103859759894817,7.77043653257506e-05,5.50994165269072e-05,4.80428179182514e-05,5.42335281533167e-05,8.97424093849037e-05,8.12853562057929e-05,6.17213859962776e-05,6.11554295357188e-05,6.21564881174794e-05,6.56168852561904e-05,6.32669846921127e-05,5.90028840835391e-05,4.17508438026011e-05,7.20579210275307e-05,5.18621239247142e-05,6.11737566807295e-05
SP9,6.72125262165481e-05,8.59778778587564e-05,6.70779889268292e-05,7.29075092199146e-05,7.30515595090516e-05,6.62798624294155e-05,6.03250548469865e-05,6.65546594668984e-05,7.11965798105292e-05,7.53083129228728e-05,7.61558920027548e-05,7.34636311562166e-05,6.38719270435283e-05,8.47350616486691e-05,7.92485232030233e-05,6.02585993032615e-05,5.69676776631279e-05,7.51975792860983e-05,8.57447120654818e-05,7.33481518923548e-05
SPDEF,9.0050341820513e-05,0.000158297346597826,0.000113356766039587,0.000145279756384154,8.16546950169169e-05,0.000231439418824251,9.35737205001495e-05,9.59710306987516e-05,0.000134344987501723,0.000142693411261896,8.15508498849686e-05,7.91510881466905e-05,5.28726197734953e-05,0.000106652839296234,9.80367446106729e-05,0.000117588169814502,7.84251339888696e-05,0.000181092628811188,8.16477555158567e-05,7.39219558923975e-05
SPI1,0.000502427573949267,0.000283752030841484,0.000602980962451535,0.000198738397018501,0.000297621785735213,0.000274832050746993,0.000279397603817462,0.000179015623304753,0.000256964934009781,0.000194373113761226,0.000268764177614569,0.000303350931038759,0.000251128390732228,0.000213702773557185,0.000239349745763275,0.000281900068874335,0.000227686021082412,0.000382723767222362,0.000215404629268706,0.000239469707750828
SPIB,0.000164278826321122,0.000190960826092012,0.000242494028108578,0.00019884288363821,0.000177471745444517,0.000194371738640458,0.000209705652622249,0.000183164427156979,0.000208183488805962,0.000168040301391229,0.000194220415095329,0.000204394454753246,0.000113551541100593,0.000264561731225165,0.000180504436941492,0.000194674302970138,0.000244316256626691,0.000280308750583588,0.000175063975664543,0.000206040616133086
SPIC,5.69099611328983e-05,4.63448573879219e-05,4.75131387069037e-05,4.76316524523115e-05,6.74672414797665e-05,4.08267692576002e-05,6.12042858613306e-05,5.11612397712852e-05,4.1200639501818e-05,4.06359947380649e-05,5.71996250936973e-05,8.57180286481591e-05,4.81387034414083e-05,6.16185628049751e-05,7.89490219233213e-05,7.17546841429684e-05,3.96013455438985e-05,6.13016234922342e-05,6.98650347604883e-05,4.73243569162531e-05
SPZ1,7.14912143711315e-05,5.31448374942867e-05,6.95283583259901e-05,7.89857393730232e-05,6.58883456094375e-05,8.70532296523644e-05,5.35735363756732e-05,9.45205947923435e-05,5.55624614935409e-05,7.06588692839694e-05,7.16165118807441e-05,8.01781074060155e-05,7.3395298599562e-05,5.85351470986778e-05,7.72354111903057e-05,5.23592616222379e-05,6.34567526371976e-05,7.75776582218525e-05,5.56011307828358e-05,7.57923334571601e-05
SREBF1,0.00354283393035869,0.00170770703908649,0.003226544520126,0.00333532746001584,0.0027532845312987,0.00115438843296135,0.00115855221926055,0.00106507935671238,0.00209988059034786,0.00327710001192588,0.00182147796070108,0.00128510256645428,0.00192243541118437,0.00168798672872989,0.00180428498050836,0.0027245120571389,0.00256438299993023,0.00413191665571688,0.00188760088445003,0.00246372619739326
SREBF2,0.00230131714502199,0.00178578036770558,0.00242769187817677,0.00247733599430472,0.00202670864708159,0.00168285947476853,0.00134546196500477,0.00157436584757822,0.00213763011024503,0.00229588398198413,0.00137441221835653,0.00179601371572223,0.00175553424409288,0.00178684401742942,0.00272414239721975,0.00147556433081337,0.0018193440081307,0.00146892960162154,0.00230307926928912,0.00139031288745311
SRF,0.00180485603112426,0.00197382376456467,0.0014980313324876,0.00223577303614356,0.00150592376832762,0.00618556196277856,0.0015235164323704,0.00223663173927399,0.00167276462977569,0.00163275891012488,0.0026445136251135,0.00175818313975941,0.00182777708188262,0.00162809597632384,0.00191457818763746,0.00136789068000019,0.00183991556092476,0.00569469312448788,0.001868847016045,0.00210142106160063
SRY,0.000399877830254915,0.000217286409493666,0.00025356116162674,0.000227105674068226,0.000248415193266645,0.000195416837293353,0.000169363675318176,0.000203194334264967,0.000244066948599624,0.000277353908367855,0.000244288946468445,0.000279773332448757,0.000314942458700282,0.000274806174145215,0.000208833626249364,0.000195018019671587,0.000207648150921147,0.000267767308767941,0.000196069299130786,0.000268920588718931
STAT1,0.00964261589549337,0.0101487816337622,0.00806171829833742,0.00817284205092344,0.00957265789782387,0.00887461159060637,0.0115213680371426,0.0100027695546644,0.0104322951870615,0.0130704057985369,0.0101247703417472,0.0147484339334103,0.0135227886234085,0.0116285815806945,0.0103248454095044,0.0124592486605631,0.0113295306912038,0.0140236755871562,0.0127468533539777,0.0228012735499854
STAT2,0.00925737504683438,0.00659072800839703,0.00877321395401251,0.00637599852363008,0.00941090900305269,0.00983489839610612,0.00865436314320709,0.00807629243302625,0.00896713704948017,0.00982381651664699,0.00800482156641983,0.00745514734697297,0.00619738407947726,0.0069640705600499,0.0101433124308488,0.00698919491996049,0.00718417837826083,0.00940067130197794,0.0128517948023232,0.00827504229197891
STAT3,0.00596613847987129,0.00397920747336458,0.00523518060531637,0.0103983032853238,0.00527725177004451,0.00620667513458771,0.0107441640321195,0.00901924537652137,0.0070225282980557,0.00799966840901882,0.00373021875017555,0.00606487178354704,0.00407116694108908,0.00498008697219413,0.00621395454594593,0.00604984745044542,0.00585655184654082,0.00624093258203769,0.00627247539068547,0.00780169186538032
STAT4,0.00150019162397987,0.00143306600723279,0.00125970902478727,0.00126449381637173,0.00111249502550226,0.00124705105588436,0.000907081741520013,0.00179525466416108,0.00132085482261657,0.00152068427221085,0.0013999871563275,0.00113073085718979,0.00105512654090745,0.0011515053899746,0.00137519447542439,0.00189040368550515,0.000977531435883271,0.00161296057520201,0.00232563684838234,0.00148937651395635
STAT5A,0.00242285390905232,0.00176638747364673,0.00229211084614237,0.00227182648271037,0.00228317952063061,0.00163192960920332,0.00162840844917641,0.00163340744421955,0.00224691908760589,0.0020596647318474,0.00096387236161136,0.00149567629710278,0.00151467481234547,0.00121184966647869,0.00160697257942997,0.00119459023362408,0.00155575715423064,0.0016390544711364,0.00180863095805065,0.00121961186173663
STAT5B,0.000786098227667471,0.000506221995801181,0.000885439873530492,0.000889411758643422,0.000840592689102753,0.00039522651175168,0.000658612773257947,0.000462116923498921,0.000632992385033951,0.00070556902634787,0.000369000747928959,0.000679724622643962,0.000438135093710253,0.000382680263395112,0.00043997916455077,0.000394237017693566,0.000465350096891059,0.000693799833617582,0.000830119355118922,0.000552140278086724
STAT6,0.0056037466846168,0.00427462912220055,0.00393310222390447,0.00408792321883939,0.00403493578315142,0.00435877975347346,0.00458481948510063,0.00339811068823957,0.00425353796293748,0.00379382797958743,0.00363362433472111,0.00441214269603445,0.00440431513783959,0.00387537682038669,0.00458350355900654,0.00394158184928542,0.00319930969108713,0.00816931103463338,0.00367192753129611,0.00364589808199949
T,1.90347019329133e-05,2.20790462334504e-05,2.03581878963554e-05,1.84346402522513e-05,1.91353577001437e-05,2.19351330185877e-05,1.85767077334353e-05,2.01263889558597e-05,1.78612173892498e-05,2.07613855063518e-05,2.16646608897453e-05,2.45578639324077e-05,2.12988242911036e-05,2.25265273263511e-05,2.58235100942458e-05,2.08491531831125e-05,1.81906062804161e-05,2.18398315805409e-05,1.84588643018929e-05,1.97506734234536e-05
TAL1,6.09383878987122e-05,8.80982563138634e-05,4.76343578724407e-05,5.97269299644229e-05,5.34622548107671e-05,7.25031886090507e-05,5.09291866950574e-05,8.24536447945151e-05,4.64180203750386e-05,5.51193333091738e-05,7.46112350297008e-05,6.67494720044255e-05,4.52677289176029e-05,4.49413493656146e-05,6.59904109523105e-05,5.49864402979823e-05,7.94938273640709e-05,6.83474466727656e-05,6.05600295223124e-05,8.04010901461535e-05
TBP,0.00181271934163147,0.00231966127032523,0.00180688050898917,0.00196110829551672,0.00159556575579417,0.00167997902473228,0.00216171250577033,0.00226729557116082,0.00244649936007205,0.00159430433547877,0.00225210947871127,0.00226731889745838,0.00185128914612381,0.0016230058620635,0.00222087508765906,0.0022517921331685,0.00165557542923516,0.00232825446958012,0.00190825492500285,0.00231186721324117
