V1,OA6,OA1,OA7,OA2,OA8,OA3,OA4,OA5,OA9,OA10,RA1,RA2,RA7,RA8,RA3,RA9,RA4,RA5,RA10,RA6
NKX3-2,8.75984356122243e-05,0.000105747729780933,9.07459458353748e-05,6.9006530220228e-05,0.000105228051399647,0.000114320555634106,0.000118933497781543,0.000222440775020243,6.85839150733585e-05,8.67579179428696e-05,0.000114236595258049,5.28411505126972e-05,0.000208949550004949,0.000208970109478157,7.84631707749507e-05,5.10635890973745e-05,6.62726822788631e-05,8.23980221275913e-05,5.77006688963759e-05,0.000180475621524508
NKX6-1,0.000155495507627505,0.000100629759753271,0.000209237584142006,5.77284634338051e-05,0.000145913601465796,0.000212457560885355,7.7684082288862e-05,4.51665057985622e-05,4.44553956164067e-05,4.48819349149732e-05,0.00010262451098586,9.70899393498075e-05,0.000162587190957941,9.08306855727353e-05,7.57461812848486e-05,0.000198766326097703,6.77278776142284e-05,8.06845055995017e-05,8.27090424031699e-05,0.00025132838935623
NKX6-3,3.24856366078607e-05,3.0838169970796e-05,2.61178436514942e-05,3.99110538381336e-05,2.84341535819096e-05,2.41167333191326e-05,2.57518771333569e-05,2.68015309933245e-05,2.89207895945558e-05,2.43061564263977e-05,2.96002377490453e-05,3.60311884531295e-05,3.07779925916595e-05,3.83377056535585e-05,3.06889920961118e-05,2.72014996068962e-05,2.55306518149792e-05,3.34465606635458e-05,4.3769689922921e-05,2.71758436242404e-05
NOBOX,4.02061863045705e-05,3.61674625692252e-05,3.01100747753314e-05,2.76108126499317e-05,3.03288222521983e-05,2.81850924568258e-05,2.77445964010784e-05,3.08258779238647e-05,2.85573388173452e-05,2.46521437211121e-05,3.2766760657261e-05,3.2376045744423e-05,2.93979240106274e-05,3.07237326449032e-05,3.20154380985028e-05,2.93101118138599e-05,3.00001207127813e-05,3.17495033149136e-05,2.6285680334675e-05,2.79868015971851e-05
NOTO,2.19049878260845e-05,2.5434246435288e-05,2.22569606280579e-05,2.203561946116e-05,2.32140053536158e-05,2.31038873711385e-05,2.22464673747285e-05,2.30391512934188e-05,1.98747249550708e-05,2.11629970725935e-05,2.57402685862077e-05,2.95982026687299e-05,2.14193444645203e-05,2.52656003315543e-05,2.75055468008516e-05,2.2218555770156e-05,1.95531989165053e-05,2.62655997650884e-05,2.28766534446347e-05,2.24786279141646e-05
NPAS2,5.39359881621357e-05,0.000171828119244249,7.12138932982392e-05,7.57660088835552e-05,0.000101939684831771,6.84257734645298e-05,5.62404511574667e-05,0.000122299713385818,0.000114601153387513,0.000102443282799668,7.18807742258074e-05,0.00016084933197798,6.04570544194375e-05,8.98481684786574e-05,0.000350649974585096,6.53920581298458e-05,7.72570885405571e-05,0.000152629250113968,0.000141294548874383,9.49147227175283e-05
NPAS4,2.00539549238007e-05,2.15922398460477e-05,2.03843683619355e-05,1.83410434821855e-05,2.08372412999854e-05,2.50518488247877e-05,2.09825643415303e-05,2.20008864922041e-05,1.84866687114317e-05,1.81352406851982e-05,2.88837908737192e-05,2.72166956028145e-05,2.06448822558683e-05,2.62198865269549e-05,2.57640714434901e-05,2.14262691154498e-05,1.77855139857145e-05,2.22188179893434e-05,2.06585002553991e-05,2.08663195621426e-05
NR0B1,0.000799991104107039,0.000645132264491896,0.000984347469810416,0.00108444868910618,0.000889039129379134,0.000663588954132508,0.00112329315040946,0.000412444917612252,0.00117913614258635,0.00117366608388328,0.000128547936996981,0.0002975161377774,0.000227088621759197,0.000466611114590274,0.000398574800751346,0.000183446499026664,0.000424021213451523,0.000207758444856639,0.000312534705058196,0.000266138388608497
NR1D1,0.000473920809908365,0.000380388459020926,0.000371899895973354,0.000462052656253662,0.000297011168905772,0.000249442298057079,0.000215076022911622,0.000143506543832917,0.000490650260709512,0.000419714435896299,0.000271099816669241,0.000193840287296696,0.000180614305886975,0.000210476462009831,0.000145376851784806,0.000398487480759492,0.000176137263723245,0.000564740978058528,0.000316889073355396,0.000162286145686667
NR1H2,9.14053237584938e-05,6.74320648364992e-05,0.000112528533387366,9.49870761290099e-05,9.2952965931793e-05,5.99255120299266e-05,0.00011017779239002,6.91990020024903e-05,7.1173703697841e-05,0.000142591736276058,0.000152080930278442,6.1462118590365e-05,9.33528455855157e-05,0.000124844251917181,0.000123551319818877,0.000117496535970102,0.00011206068436523,6.00481159897658e-05,0.000174410031542318,9.94810416531834e-05
NR1H4,2.96067308526649e-05,3.50134246930558e-05,3.08258709596281e-05,2.59154558446141e-05,2.80132463557181e-05,4.2823973217406e-05,2.5805160471429e-05,2.93247412058686e-05,2.66830228806685e-05,2.74756523244924e-05,2.97068704921591e-05,3.41579640151015e-05,2.69057928862238e-05,3.54668895154058e-05,3.12943314676645e-05,2.78075325043059e-05,2.63591893114374e-05,3.19754733164596e-05,3.32490419663299e-05,3.49637669387884e-05
NR1I2,0.000122429148236708,7.17241001941975e-05,5.99952383119386e-05,6.98346094828783e-05,5.84979282451192e-05,0.000125010190908672,6.56335354738759e-05,8.90166255680299e-05,0.000121047137341588,5.94861246021791e-05,6.83016418366217e-05,0.000110423840623245,5.82043848984996e-05,0.000131866966167583,5.51647671690583e-05,0.000128142701119223,8.88611961075464e-05,0.000232102042438823,5.33158887977388e-05,0.000128795406091079
NR1I3,8.38301914006738e-05,4.27564840867474e-05,4.76711138111244e-05,6.42430908725027e-05,4.97878459053777e-05,6.57840159939836e-05,6.0671694547193e-05,7.2741286396864e-05,8.12233547315346e-05,5.18471720011183e-05,5.14657390984118e-05,6.24935075230874e-05,5.52890505332404e-05,8.70627414272482e-05,6.79019150400655e-05,5.43689550543378e-05,8.26386979989724e-05,0.000151227602959203,5.06560007012466e-05,7.46794070550878e-05
NR2C1,0.000494671766494731,0.000490120204034495,0.000878240248832263,0.000953496063829016,0.000840634158580682,0.000790013937290165,0.00045364624328205,0.000559764689234193,0.000597505153419645,0.000556360877540884,0.000510283155747522,0.000352342930674662,0.000479704730894751,0.000487845869556201,0.000705654897313343,0.000440265518550292,0.000407694085396568,0.000562455348964108,0.000458669851962053,0.000709550229989523
NR2C2,0.00228727257751995,0.00287726153851188,0.00284864662692371,0.00300055162023612,0.00223107717132605,0.00204282500496807,0.00266120678830478,0.00189107910778237,0.00194497089770498,0.00445609475573345,0.00196489179664931,0.00254843719706803,0.0022997230360798,0.00233652887520563,0.0020798632290039,0.0029050327464292,0.00192848800024845,0.00263544230364556,0.0022422655231149,0.00290256129192466
NR2E1,0.000136719247474416,0.000113327002424511,0.000111785253495653,9.66042199550389e-05,0.00010424614403092,0.000224680455848227,8.17120955046674e-05,0.00010644801959767,7.81196259583168e-05,0.000120951903225898,0.000123200453304395,9.22779336183313e-05,8.0156268682068e-05,0.000138207581393154,0.000127753177133456,8.26560699832323e-05,7.97273387953131e-05,0.000146357136529382,7.35139409185498e-05,9.21422903723907e-05
NR2E3,5.45495649408009e-05,7.65848551146633e-05,6.32328772141459e-05,9.56865275996507e-05,4.95102719727961e-05,0.000323690556347917,8.26626646419729e-05,6.25948456698372e-05,5.47619942086455e-05,8.30825793062348e-05,0.000102888447627276,7.41964528079463e-05,7.33681476669309e-05,7.25414113616477e-05,7.73022318738211e-05,6.24746245544836e-05,4.8503373111721e-05,9.50778919530485e-05,4.31085381528136e-05,6.61448337560119e-05
NR2F1,0.00091649070514864,0.00127883299476513,0.000576015686079893,0.000616639727699325,0.000769872206349799,0.00055893674952406,0.000546763747231607,0.000497147927749447,0.00046924891046206,0.000490405509373101,0.000946061579981249,0.000641005344739061,0.00128963686370944,0.00190157018358379,0.000935459719267754,0.00149307334455052,0.000552432558014163,0.000490599654659517,0.000790340592264434,0.00122634954845259
NR2F2,0.00219519398588857,0.00159255122101679,0.00220596966055463,0.00200632920380754,0.0022861596772351,0.00254204186865612,0.00165308588422039,0.001331553205188,0.00315581728847594,0.00221814814889419,0.00173182353847749,0.00219352220250972,0.00350811075771441,0.00289625802086361,0.00423152580507487,0.00288334609912204,0.00410403382467424,0.00162268143550707,0.00363565536362552,0.00212866326393123
NR2F6,0.00248347901707905,0.00289506715926784,0.00324923305772154,0.00307262251043064,0.00273651910528398,0.00260801038430292,0.00217598505470624,0.00294185200574129,0.00265199466874036,0.00296426335582797,0.00378250224419565,0.00278792867686432,0.00278857344541968,0.00350468391234907,0.00219680116530038,0.0041758939380202,0.00235551074592795,0.00295231368011706,0.00294116712832137,0.00383345760765578
NR3C1,0.00903042291688605,0.00811324820470474,0.0114730090973862,0.00895006468443501,0.0070539410712497,0.00959053109614768,0.00769945026333166,0.00898336344155874,0.0106314114764386,0.00872611758492918,0.010384207471651,0.0109422750636592,0.0116220369009208,0.00927476989283509,0.00872168613629186,0.0143021953313191,0.0102882221423371,0.0150011349385034,0.010600408455246,0.0110760908621039
NR3C2,0.000203751423528314,0.000181200756114582,0.000263192911871242,0.000439124728209101,0.000259377045010071,0.000259563655956643,0.000350269918074511,0.000257947965784161,0.000706437314197257,0.000464644761489717,0.000304319054611648,0.000279216105683808,0.000326899770359307,0.00027839711033762,0.000199390462978137,0.000510050347931442,0.000421989365421475,0.000592270663532608,0.000543852130933103,0.000583519501005668
NR4A1,0.000362336176920845,0.000224475766931597,0.000234843319726178,0.000185204944906784,0.000534142305623186,0.000263470639843795,0.000141769393373014,0.000398327284991288,0.000181321819495397,0.000226338902945067,0.000234596206679457,0.000280702907233847,0.000227619605871059,0.000273084479405852,0.000285369231569692,0.000210460825770673,0.000148641397160764,0.000184031649232807,0.000313617662237835,0.000192495770829127
NR4A2,0.000277814735786503,0.000288827032095901,0.000214765418911228,0.000249970252498961,0.00030587598293615,0.000216730845030765,0.000184282445943596,0.000297270883479879,0.000216716903233785,0.0001438923621573,0.000194853916948941,0.000319318861003071,0.000195875149743827,0.000182963315553902,0.000188090337504532,0.000144628191121183,0.000276190563303042,0.000342296777109863,0.000242527588044523,0.00016912476822234
NR4A3,0.000171168487290944,5.56164570424533e-05,9.41390286923864e-05,8.64794109081157e-05,0.000163806123164426,0.000162986541616579,4.83120859219901e-05,8.15847705557706e-05,0.000125932146940256,0.000121015301213309,0.000134507447587228,0.000131205121938229,7.21842983005636e-05,0.000118184166427618,0.000129307085439602,6.896945890285e-05,6.68334202710738e-05,7.15423357716755e-05,0.000130893554640467,6.29474122552948e-05
NR5A1,5.93702695786318e-05,3.95666013124848e-05,3.94168916440135e-05,3.76030588515915e-05,3.67623817086697e-05,3.61740313490416e-05,3.48503982487219e-05,3.83120907103615e-05,3.6606407572307e-05,4.22677669699096e-05,4.21717658598513e-05,5.95945501047315e-05,4.2982239723393e-05,4.40023969000436e-05,3.8758842486352e-05,3.35249739476651e-05,4.0946087128678e-05,5.02405346966183e-05,4.24717359108753e-05,5.6003743680918e-05
NR5A2,0.000197117496241094,6.93920183707578e-05,6.60013281611499e-05,5.59899243794844e-05,3.63097194534786e-05,6.43129681344267e-05,0.000120549709203769,5.34637448404166e-05,5.76447014040904e-05,9.67130855657335e-05,8.40428054464264e-05,7.21333355138133e-05,7.32996058662917e-05,8.67023933878699e-05,0.00010686973006124,0.000276383676111476,6.14727029953556e-05,9.90259027285449e-05,7.59280062485327e-05,0.000136255055369002
NR6A1,0.000147866439744359,0.000113344740299942,7.49196721483361e-05,0.000104496464798905,9.03594272311463e-05,0.000113929631111529,0.00011729925846759,0.000106199957070604,8.0687881923099e-05,0.000176959114642456,0.000141274216627149,8.61681622249383e-05,0.000161659027892299,0.000115556961806771,9.39071861828659e-05,7.83235369787629e-05,8.35370104543979e-05,9.72920970804174e-05,8.16509278981656e-05,0.000143882595402132
NRF1,0.00109849858070713,0.00062531798895015,0.000912098306191201,0.000684985398398398,0.00074847212815556,0.0011168341003051,0.000734866466728205,0.000858588179320624,0.00102601375969305,0.00057030737255791,0.00105449822343158,0.00134634679650573,0.000933252255658336,0.000993540155094291,0.000909300834672113,0.00104657215858655,0.00092145895143189,0.000860286477986221,0.000673611402497511,0.000963377283501482
NRL,6.51351991321423e-05,6.81987593992864e-05,6.80335778890629e-05,6.38211961134543e-05,8.41271973175368e-05,0.000105425959874701,0.000125433668612494,0.000139961701910892,9.67464532178207e-05,9.16573915962451e-05,8.01267559086302e-05,7.32836947566378e-05,5.86162970490532e-05,7.5278325172066e-05,8.00322683449056e-05,0.000132739525548892,0.000123817233938675,8.34764256531258e-05,8.00819722485522e-05,9.96775136339496e-05
OLIG1,2.17485126127608e-05,2.66784422257744e-05,2.25758788785903e-05,2.17909485181549e-05,2.08093161324978e-05,2.2059004366069e-05,2.19917927005356e-05,2.23647312169688e-05,1.97146977478609e-05,2.17677885406715e-05,2.75916370010577e-05,2.61132842660678e-05,2.2534388726297e-05,2.41435392474867e-05,2.93798100589767e-05,2.31024587770931e-05,2.31659004780225e-05,2.48816460021251e-05,2.37177618607799e-05,2.39156057915784e-05
OLIG2,2.38284640898733e-05,2.7266476532524e-05,2.47760988712685e-05,2.34732221151736e-05,2.25743754595873e-05,2.36571770464333e-05,2.37530654921359e-05,2.45360421458275e-05,2.12716540545707e-05,2.22798407144723e-05,2.55713915138044e-05,2.73728492088187e-05,2.43817546374609e-05,2.73267838099676e-05,3.20000699434249e-05,2.45494342342811e-05,2.26802313006212e-05,2.61053123263977e-05,2.31066384431771e-05,2.56898001041395e-05
OLIG3,2.36311547704472e-05,2.71476757202869e-05,2.45665373059016e-05,2.34558701816053e-05,2.25349287411493e-05,2.33386235122243e-05,2.3691883506541e-05,2.42806722960595e-05,2.11049417706719e-05,2.22722342158274e-05,2.54815105976906e-05,2.7244823846867e-05,2.42450943792553e-05,2.7090756128045e-05,3.18390812961701e-05,2.43637330990124e-05,2.25317034241446e-05,2.61549886317876e-05,2.29480421681626e-05,2.53472223252628e-05
ONECUT1,3.36553009636789e-05,9.79418408697713e-05,4.18144718089516e-05,3.23812294524202e-05,3.235027230852e-05,3.3413349786814e-05,3.64207848796193e-05,3.52472947436905e-05,3.27387789311926e-05,4.17620638162173e-05,3.9250357193996e-05,4.02092075836744e-05,3.45899368803203e-05,3.74405833151012e-05,4.28135604908253e-05,3.31853785480456e-05,3.12534941801147e-05,5.25552000263647e-05,4.76895690476975e-05,3.93718394753588e-05
ONECUT2,4.71372910592783e-05,6.59729325909014e-05,3.93827354371328e-05,3.76907236060955e-05,3.70671266942388e-05,4.29054649792485e-05,4.68839246950775e-05,5.45253298146559e-05,3.73510050609729e-05,4.53942479332979e-05,3.61996331495479e-05,3.79650764182958e-05,3.88667637449688e-05,4.48090099110867e-05,4.71981683112849e-05,3.81412158679383e-05,3.55649225177891e-05,5.60827949383868e-05,3.51487362707612e-05,4.7699168997516e-05
ONECUT3,3.02862026437251e-05,3.33012063441288e-05,3.43618208572648e-05,2.84007512525832e-05,3.03033578865642e-05,2.9799002443569e-05,3.52073587198528e-05,3.07437115354062e-05,3.04747031316769e-05,3.22440269607446e-05,3.04497847542484e-05,3.40746586623047e-05,3.25686080586767e-05,3.20762610171708e-05,3.52523447524018e-05,3.26924782728814e-05,2.9560994091449e-05,3.99318695543354e-05,2.60052389908018e-05,3.37353743277868e-05
OSR1,0.000191080247912247,0.00017389685075816,0.000244401655913823,0.0004288942096139,0.000269490150932188,0.000249106381031864,0.000323935615493557,0.000210036248641104,0.000205600507983999,0.00062930626570232,0.000154522911910792,0.000218692098450057,0.000226686119677246,0.00012700682325108,0.000235496974935353,0.000146315045465169,0.000369069641715263,0.000205124279997363,0.000131300108352825,0.000187889113551359
OSR2,0.000374372786513663,0.000216607956676822,0.000316367032458923,0.000356235246728856,0.000189002243180348,0.000247778827100125,0.000249611313340032,0.000123772429871282,0.000298994900991448,0.000224712922611856,9.03202274406967e-05,0.000147465638300033,0.000198073505718711,0.000153248100914236,0.000168997606409388,0.000102210882596071,0.000260088172090487,0.000156740790995685,0.00011071593900044,0.000152791769360226
OTP,2.8116519590521e-05,2.95612611330696e-05,2.58839458514768e-05,2.9734339005643e-05,2.62274792273945e-05,2.62286580900457e-05,2.67284367978807e-05,2.56593429078102e-05,2.76059637934451e-05,2.60144550621792e-05,2.81835522034642e-05,3.04846086098288e-05,2.62939027302139e-05,2.96558855509991e-05,3.12152758490302e-05,2.77705290014707e-05,2.47781293033773e-05,2.93910609787948e-05,5.03753917034015e-05,3.11624073074016e-05
